ID;code;Perioden;TotaleOppervlakte_1;Woonterrein_7;TerreinVoorDetailhandelEnHoreca_8;TerreinVoorOpenbareVoorzieningen_9;TerreinVoorSociaalCultureleVoorz_10;TotaalAgrarischTerrein_25;IJsselmeerMarkermeer_33;TotaalBuitenwater_42
1855;GM0384;2015JJ00;1404;213;6;50;20;212;112;
1863;GM0151;2015JJ00;;;;;;;;
1871;GM0152;2015JJ00;;;;;;;;
1879;GM0763;2015JJ00;;;;;;;;
1887;GM0111;2015JJ00;;;;;;;;
1895;GM1774;2015JJ00;17683;454;34;7;12;14268;;
1903;GM0764;2015JJ00;;;;;;;;
1911;GM0219;2015JJ00;;;;;;;;
1919;GM0504;2015JJ00;;;;;;;;
1927;GM0220;2015JJ00;;;;;;;;
1935;GM0221;2015JJ00;1296;177;5;0;8;737;;
1943;GM0222;2015JJ00;7966;927;58;21;82;4968;;
1951;GM0660;2015JJ00;;;;;;;;
1959;GM0766;2015JJ00;2974;410;12;0;28;2013;;
1967;GM0058;2015JJ00;26692;495;21;12;29;14011;;8898
1975;GM0315;2015JJ00;;;;;;;;
1983;GM0505;2015JJ00;9947;1225;54;49;109;2785;;
1991;GM0498;2015JJ00;8059;329;7;0;1;5082;2105;
1999;GM0316;2015JJ00;;;;;;;;
2007;GM1719;2015JJ00;11943;457;6;35;9;6747;;
2015;GM0303;2015JJ00;42389;663;27;25;73;26451;3261;
2023;GM0767;2015JJ00;;;;;;;;
2031;GM0225;2015JJ00;4246;314;14;11;23;2734;;
2039;GM0662;2015JJ00;;;;;;;;
2047;GM0226;2015JJ00;3519;401;11;27;6;2309;;
2055;GM0769;2015JJ00;;;;;;;;
2063;GM0112;2015JJ00;;;;;;;;
2071;GM0902;2015JJ00;;;;;;;;
2079;GM0227;2015JJ00;;;;;;;;
2087;GM1711;2015JJ00;10462;746;21;24;52;7113;;
2095;GM0385;2015JJ00;2478;364;16;3;3;942;771;
2103;GM0228;2015JJ00;31862;1412;70;213;150;10976;;
2111;GM0113;2015JJ00;;;;;;;;
2119;GM0317;2015JJ00;3370;154;9;4;0;2546;;
2127;GM1651;2015JJ00;54335;429;5;153;16;15363;;35239
2135;GM0770;2015JJ00;8333;403;14;6;21;5047;;
2143;GM0357;2015JJ00;;;;;;;;
2151;GM0229;2015JJ00;;;;;;;;
2159;GM0905;2015JJ00;;;;;;;;
2167;GM1903;2015JJ00;7841;489;5;3;34;6096;;
2175;GM0772;2015JJ00;8887;2889;151;109;329;1258;;
2183;GM0230;2015JJ00;6591;346;21;146;16;2963;;
2191;GM0231;2015JJ00;;;;;;;;
2199;GM0114;2015JJ00;34626;2531;131;54;98;23549;;
2207;GM0388;2015JJ00;11625;216;16;3;14;677;10281;
2215;GM0153;2015JJ00;14272;2078;101;53;206;6913;;
2223;GM0232;2015JJ00;15737;639;27;27;21;6837;;
2231;GM0233;2015JJ00;8733;453;20;93;137;2005;;
2239;GM0777;2015JJ00;5592;620;27;5;41;3829;;
2247;GM0068;2015JJ00;;;;;;;;
2255;GM1722;2015JJ00;13318;185;0;5;2;7963;;3203
2263;GM0778;2015JJ00;;;;;;;;
2271;GM0070;2015JJ00;10917;378;17;12;36;9166;;488
2279;GM1921;2015JJ00;54910;1020;53;23;29;29262;13123;
2287;GM0653;2015JJ00;;;;;;;;
2295;GM0115;2015JJ00;;;;;;;;
2303;GM0779;2015JJ00;2964;350;16;74;20;1574;;
2311;GM0236;2015JJ00;10173;502;7;10;26;7786;;
2319;GM0781;2015JJ00;;;;;;;;
2327;GM1771;2015JJ00;3139;684;25;12;27;1040;;
2335;GM0906;2015JJ00;;;;;;;;
2343;GM0782;2015JJ00;;;;;;;;
2351;GM1652;2015JJ00;12334;542;14;22;38;7821;;
2359;GM0237;2015JJ00;;;;;;;;
2367;GM0238;2015JJ00;;;;;;;;
2375;GM0154;2015JJ00;;;;;;;;
2383;GM0907;2015JJ00;5042;337;7;6;91;3197;;
2391;GM0689;2015JJ00;6511;193;1;9;0;5684;;
2399;GM0116;2015JJ00;;;;;;;;
2407;GM0784;2015JJ00;6566;392;20;62;40;3694;;
2415;GM0511;2015JJ00;;;;;;;;
2423;GM1924;2015JJ00;42235;766;29;35;43;18285;;4456
2431;GM0664;2015JJ00;10192;635;42;4;67;6893;;312
2439;GM0785;2015JJ00;4235;389;10;2;21;2382;;
2447;GM0156;2015JJ00;;;;;;;;
2455;GM0512;2015JJ00;2193;389;26;4;40;735;;
2463;GM0239;2015JJ00;;;;;;;;
2471;GM0513;2015JJ00;1811;683;30;22;59;308;;
2479;GM0693;2015JJ00;;;;;;;;
2487;GM0365;2015JJ00;;;;;;;;
2495;GM0157;2015JJ00;;;;;;;;
2503;GM0786;2015JJ00;2803;210;7;9;38;2041;;
2511;GM0390;2015JJ00;;;;;;;;
2519;GM0517;2015JJ00;;;;;;;;
2527;GM0518;2015JJ00;9813;3477;286;163;259;164;;1260
2535;GM0787;2015JJ00;;;;;;;;
2543;GM0519;2015JJ00;;;;;;;;
2551;GM0240;2015JJ00;;;;;;;;
2559;GM0241;2015JJ00;9331;642;16;7;76;4967;;
2567;GM0014;2015JJ00;8375;1903;169;78;226;2783;;
2575;GM0015;2015JJ00;8774;255;8;12;7;7888;;
2583;GM0912;2015JJ00;;;;;;;;
2591;GM0913;2015JJ00;;;;;;;;
2599;GM1729;2015JJ00;7336;253;7;4;18;5859;;
2607;GM0158;2015JJ00;10550;406;23;5;10;7169;;
2615;GM0788;2015JJ00;5856;268;1;10;53;4165;;
2623;GM0392;2015JJ00;3209;1261;82;38;80;418;;
2631;GM0393;2015JJ00;2119;76;1;4;2;1148;;
2639;GM0394;2015JJ00;18513;1856;128;67;135;10479;;
2647;GM0914;2015JJ00;;;;;;;;
2655;GM1655;2015JJ00;7521;489;19;6;30;5789;;
2663;GM0789;2015JJ00;;;;;;;;
2671;GM0159;2015JJ00;;;;;;;;
2679;GM0160;2015JJ00;31715;993;49;26;91;25449;;
2687;GM0243;2015JJ00;4827;617;22;20;90;867;;
2695;GM0523;2015JJ00;1935;225;4;6;8;1069;;
2703;GM0017;2015JJ00;5073;459;14;23;67;2786;;
2711;GM0395;2015JJ00;;;;;;;;
2719;GM0072;2015JJ00;38767;263;23;21;19;1676;;36183
2727;GM0318;2015JJ00;;;;;;;;
2735;GM0161;2015JJ00;;;;;;;;
2743;GM0244;2015JJ00;2416;245;8;5;7;1253;;
2751;GM0117;2015JJ00;;;;;;;;
2759;GM0245;2015JJ00;;;;;;;;
2767;GM1937;2015JJ00;;;;;;;;
2775;GM0396;2015JJ00;3168;450;18;63;28;666;;392
2783;GM0397;2015JJ00;964;387;12;16;54;151;;
2791;GM0246;2015JJ00;8042;317;16;2;18;3909;;
2799;GM0074;2015JJ00;19816;958;49;19;62;14602;;
2807;GM0247;2015JJ00;;;;;;;;
2815;GM0398;2015JJ00;3999;729;55;15;45;2111;;
2823;GM0526;2015JJ00;;;;;;;;
2831;GM0917;2015JJ00;4553;1429;108;26;127;766;;
2839;GM0793;2015JJ00;;;;;;;;
2847;GM1658;2015JJ00;10504;383;9;1;54;4415;;
2855;GM0399;2015JJ00;1901;406;12;8;30;966;;
2863;GM0162;2015JJ00;;;;;;;;
2871;GM0918;2015JJ00;;;;;;;;
2879;GM0400;2015JJ00;17880;747;55;265;95;1715;;13135
2887;GM0163;2015JJ00;13899;616;37;21;21;8135;;
2895;GM0530;2015JJ00;4627;536;31;14;20;1817;;112
2903;GM0794;2015JJ00;5475;1337;58;26;61;1496;;
2911;GM0531;2015JJ00;1190;333;11;9;1;324;;
2919;GM0248;2015JJ00;;;;;;;;
2927;GM0164;2015JJ00;6183;1268;89;33;65;2519;;
2935;GM0796;2015JJ00;11807;1958;84;97;193;5482;;
2943;GM0251;2015JJ00;;;;;;;;
2951;GM0252;2015JJ00;4154;299;10;13;6;2348;;
2959;GM0797;2015JJ00;8122;796;20;13;15;4685;;
2967;GM0920;2015JJ00;;;;;;;;
2975;GM0534;2015JJ00;1347;246;12;1;11;748;;
2983;GM0798;2015JJ00;9651;278;4;12;9;5670;;
2991;GM0402;2015JJ00;4635;1138;48;57;125;595;;
2999;GM0253;2015JJ00;;;;;;;;
3007;GM0799;2015JJ00;;;;;;;;
3015;GM1735;2015JJ00;21541;627;28;36;27;15676;;
3023;GM1911;2015JJ00;66220;891;27;39;8;31591;10969;17868
3031;GM0165;2015JJ00;;;;;;;;
3039;GM0675;2015JJ00;;;;;;;;
3047;GM0801;2015JJ00;;;;;;;;
3055;GM0802;2015JJ00;;;;;;;;
3063;GM0800;2015JJ00;;;;;;;;
3071;GM0118;2015JJ00;12925;900;62;67;55;8801;;
3079;GM0018;2015JJ00;7299;667;35;22;71;4288;;
3087;GM0405;2015JJ00;5346;983;106;8;51;226;3241;
3095;GM0923;2015JJ00;;;;;;;;
3103;GM1507;2015JJ00;19192;727;16;20;24;13208;;
3111;GM0321;2015JJ00;5899;614;23;28;42;3886;;
3119;GM0803;2015JJ00;;;;;;;;
3127;GM0255;2015JJ00;;;;;;;;
3135;GM0406;2015JJ00;2332;660;14;7;26;109;;
3143;GM0677;2015JJ00;25182;666;54;19;24;15416;;4743
3151;GM0256;2015JJ00;;;;;;;;
3159;GM0925;2015JJ00;;;;;;;;
3167;GM0195;2015JJ00;;;;;;;;
3175;GM0191;2015JJ00;;;;;;;;
3183;GM0353;2015JJ00;2168;406;13;10;15;1349;;
3191;GM0645;2015JJ00;;;;;;;;
3199;GM1884;2015JJ00;7224;375;8;12;2;5440;;
3207;GM0166;2015JJ00;16179;669;20;17;37;11521;;
3215;GM0678;2015JJ00;4963;245;3;12;5;2798;;1152
3223;GM0537;2015JJ00;3115;558;25;39;43;664;;484
3231;GM0928;2015JJ00;2215;762;29;37;35;398;;
3239;GM0257;2015JJ00;;;;;;;;
3247;GM0929;2015JJ00;;;;;;;;
3255;GM0258;2015JJ00;;;;;;;;
3263;GM0804;2015JJ00;;;;;;;;
3271;GM1598;2015JJ00;8408;373;9;4;6;6940;79;
3279;GM0079;2015JJ00;11635;296;10;32;16;8568;;
3287;GM0588;2015JJ00;10047;157;0;0;1;6052;;
3295;GM0542;2015JJ00;895;386;13;31;11;42;;
3303;GM1931;2015JJ00;16131;689;22;22;11;12906;;
3311;GM1659;2015JJ00;5617;433;11;43;15;3854;;
3319;GM1685;2015JJ00;7071;273;2;75;11;4543;;
3327;GM0882;2015JJ00;2467;722;20;12;24;726;;
3335;GM0415;2015JJ00;2650;181;5;1;0;1510;;
3343;GM0416;2015JJ00;2703;531;26;2;3;1182;;
3351;GM1621;2015JJ00;5637;707;16;13;16;2943;;
3359;GM0417;2015JJ00;1241;372;15;15;35;48;;
3367;GM0022;2015JJ00;6428;401;26;4;33;5128;;
3375;GM0805;2015JJ00;;;;;;;;
3383;GM0545;2015JJ00;3442;245;10;9;10;2715;;
3391;GM0326;2015JJ00;;;;;;;;
3399;GM0080;2015JJ00;17023;1414;79;104;132;10324;;
3407;GM0081;2015JJ00;4146;208;6;0;8;3597;;
3415;GM0546;2015JJ00;2327;933;60;22;163;239;;
3423;GM0547;2015JJ00;1228;295;23;2;24;524;;
3431;GM0548;2015JJ00;;;;;;;;
3439;GM1916;2015JJ00;3562;773;50;4;83;1703;;
3447;GM0995;2015JJ00;76545;1266;72;198;138;10951;50966;
3455;GM0082;2015JJ00;;;;;;;;
3463;GM1640;2015JJ00;16491;808;12;63;75;11333;;
3471;GM0327;2015JJ00;5889;447;27;33;27;2847;;
3479;GM0260;2015JJ00;;;;;;;;
3487;GM1673;2015JJ00;;;;;;;;
3495;GM0261;2015JJ00;;;;;;;;
3503;GM0552;2015JJ00;;;;;;;;
3511;GM0807;2015JJ00;;;;;;;;
3519;GM0694;2015JJ00;;;;;;;;
3527;GM0418;2015JJ00;;;;;;;;
3535;GM0733;2015JJ00;5449;183;10;0;4;3976;;
3543;GM1705;2015JJ00;6914;729;32;10;10;4560;;
3551;GM0553;2015JJ00;1605;264;21;4;13;825;;
3559;GM0808;2015JJ00;;;;;;;;
3567;GM0140;2015JJ00;13264;232;2;0;5;12429;;
3575;GM0262;2015JJ00;21594;692;19;13;59;15910;;
3583;GM0329;2015JJ00;;;;;;;;
3591;GM0809;2015JJ00;5071;399;16;16;8;2248;;
3599;GM0330;2015JJ00;;;;;;;;
3607;GM0331;2015JJ00;7898;144;9;51;10;6959;;
3615;GM0024;2015JJ00;11199;261;1;0;7;10298;;
3623;GM0168;2015JJ00;9962;380;23;4;35;7116;;
3631;GM0810;2015JJ00;;;;;;;;
3639;GM0811;2015JJ00;;;;;;;;
3647;GM0332;2015JJ00;;;;;;;;
3655;GM0333;2015JJ00;;;;;;;;
3663;GM0334;2015JJ00;;;;;;;;
3671;GM0933;2015JJ00;;;;;;;;
3679;GM0934;2015JJ00;;;;;;;;
3687;GM1671;2015JJ00;;;;;;;;
3695;GM0263;2015JJ00;7546;418;0;10;7;5351;;
3703;GM1641;2015JJ00;5812;582;7;108;42;2382;;
3711;GM0555;2015JJ00;;;;;;;;
3719;GM0556;2015JJ00;1012;279;17;0;16;195;;
3727;GM0935;2015JJ00;6013;1448;84;78;167;1799;;
3735;GM1665;2015JJ00;;;;;;;;
3743;GM0812;2015JJ00;;;;;;;;
3751;GM0936;2015JJ00;;;;;;;;
3759;GM0686;2015JJ00;;;;;;;;
3767;GM0169;2015JJ00;;;;;;;;
3775;GM1663;2015JJ00;24033;293;3;117;9;12126;;5482
3783;GM0025;2015JJ00;6489;224;8;4;7;5661;;
3791;GM0264;2015JJ00;;;;;;;;
3799;GM0420;2015JJ00;25756;755;17;81;19;9922;13110;
3807;GM0993;2015JJ00;;;;;;;;
3815;GM0938;2015JJ00;2770;408;4;4;5;1656;;
3823;GM0941;2015JJ00;;;;;;;;
3831;GM0083;2015JJ00;;;;;;;;
3839;GM1908;2015JJ00;7003;307;2;1;3;6058;;
3847;GM1987;2015JJ00;8162;315;1;13;2;6775;;
3855;GM0119;2015JJ00;5703;498;29;13;51;3951;;
3863;GM0687;2015JJ00;5304;710;67;15;33;2864;;
3871;GM0559;2015JJ00;;;;;;;;
3879;GM1842;2015JJ00;4938;210;0;35;6;3781;;
3887;GM1731;2015JJ00;34587;756;21;55;80;25149;;
3895;GM0688;2015JJ00;;;;;;;;
3903;GM1697;2015JJ00;;;;;;;;
3911;GM0814;2015JJ00;;;;;;;;
3919;GM0815;2015JJ00;5317;228;9;7;10;3832;;
3927;GM0265;2015JJ00;;;;;;;;
3935;GM1709;2015JJ00;18403;630;22;100;11;11595;;
3943;GM0816;2015JJ00;;;;;;;;
3951;GM1927;2015JJ00;12648;379;2;12;4;10492;;
3959;GM0562;2015JJ00;;;;;;;;
3967;GM1955;2015JJ00;10664;594;22;12;20;7384;;
3975;GM0335;2015JJ00;3820;182;3;3;2;3285;;
3983;GM0944;2015JJ00;1881;200;4;2;11;710;;
3991;GM0563;2015JJ00;;;;;;;;
3999;GM0424;2015JJ00;3649;98;8;0;10;801;2106;
4007;GM0565;2015JJ00;;;;;;;;
4015;GM0425;2015JJ00;3290;311;6;4;7;655;5;
4023;GM1740;2015JJ00;6746;311;21;21;10;4771;;
4031;GM0426;2015JJ00;;;;;;;;
4039;GM0643;2015JJ00;;;;;;;;
4047;GM0946;2015JJ00;10178;298;11;15;13;7333;;
4055;GM0266;2015JJ00;;;;;;;;
4063;GM0304;2015JJ00;7290;213;0;10;9;5674;;
4071;GM0412;2015JJ00;;;;;;;;
4079;GM0356;2015JJ00;2565;714;41;52;47;332;;
4087;GM0567;2015JJ00;;;;;;;;
4095;GM0817;2015JJ00;;;;;;;;
4103;GM0569;2015JJ00;9116;391;14;11;39;6135;;
4111;GM0571;2015JJ00;;;;;;;;
4119;GM0170;2015JJ00;;;;;;;;
4127;GM0818;2015JJ00;;;;;;;;
4135;GM0104;2015JJ00;;;;;;;;
4143;GM0121;2015JJ00;;;;;;;;
4151;GM0267;2015JJ00;7204;613;36;26;13;4933;;
4159;GM0268;2015JJ00;5760;2007;86;75;276;766;;
4167;GM1930;2015JJ00;9873;959;54;45;41;5504;;
4175;GM1695;2015JJ00;12151;158;17;3;0;7006;;2840
4183;GM1699;2015JJ00;20532;716;29;114;24;13047;;
4191;GM0529;2015JJ00;;;;;;;;
4199;GM0171;2015JJ00;59542;778;29;117;60;40239;10670;
4207;GM0575;2015JJ00;5152;320;23;7;65;813;;1557
4215;GM0576;2015JJ00;2342;174;13;0;55;1462;;
4223;GM0577;2015JJ00;;;;;;;;
4231;GM0120;2015JJ00;;;;;;;;
4239;GM0820;2015JJ00;3394;465;39;8;4;1913;;
4247;GM0302;2015JJ00;12953;446;24;6;28;3027;;
4255;GM0951;2015JJ00;3313;329;3;0;5;2557;;
4263;GM0429;2015JJ00;;;;;;;;
4271;GM0122;2015JJ00;;;;;;;;
4279;GM0579;2015JJ00;797;290;11;2;45;131;;
4287;GM0823;2015JJ00;10284;287;16;232;17;5804;;
4295;GM0824;2015JJ00;6513;467;19;21;29;3625;;
4303;GM1895;2015JJ00;29596;972;29;22;74;18009;;5543
4311;GM0269;2015JJ00;9884;398;11;73;7;5758;;
4319;GM0173;2015JJ00;2195;550;19;7;19;707;;
4327;GM0174;2015JJ00;;;;;;;;
4335;GM1773;2015JJ00;11837;269;13;4;24;9608;;
4343;GM0175;2015JJ00;18201;294;16;13;13;11332;;
4351;GM0881;2015JJ00;2124;187;2;0;2;1375;;
4359;GM1586;2015JJ00;11012;501;24;8;32;9012;;
4367;GM0825;2015JJ00;;;;;;;;
4375;GM0692;2015JJ00;;;;;;;;
4383;GM0123;2015JJ00;;;;;;;;
4391;GM0826;2015JJ00;7309;812;34;29;80;3320;;
4399;GM0580;2015JJ00;;;;;;;;
4407;GM0085;2015JJ00;22611;581;28;9;28;16286;;
4415;GM0431;2015JJ00;1608;139;2;9;0;522;;
4423;GM0176;2015JJ00;;;;;;;;
4431;GM0432;2015JJ00;4194;202;11;1;2;3661;;
4439;GM0086;2015JJ00;22764;579;22;6;45;17745;;
4447;GM0828;2015JJ00;17093;1495;45;48;55;11665;;
4455;GM0829;2015JJ00;;;;;;;;
4463;GM0831;2015JJ00;;;;;;;;
4471;GM0584;2015JJ00;1961;326;22;8;12;1202;;
4479;GM1509;2015JJ00;13795;712;33;19;30;11209;;
4487;GM0830;2015JJ00;;;;;;;;
4495;GM0437;2015JJ00;2578;162;8;3;7;1598;;
4503;GM0644;2015JJ00;;;;;;;;
4511;GM0589;2015JJ00;4010;114;3;3;1;3582;;
4519;GM1734;2015JJ00;11508;762;26;14;30;8628;;
4527;GM0590;2015JJ00;1079;392;12;7;11;136;;
4535;GM1894;2015JJ00;16135;791;21;15;27;11221;;
4543;GM0124;2015JJ00;;;;;;;;
4551;GM0765;2015JJ00;5020;330;9;6;6;4013;;
4559;GM0594;2015JJ00;;;;;;;;
4567;GM1926;2015JJ00;3862;578;20;8;35;2220;;
4575;GM0832;2015JJ00;;;;;;;;
4583;GM0439;2015JJ00;2456;878;50;7;55;253;;
4591;GM0833;2015JJ00;;;;;;;;
4599;GM0273;2015JJ00;8750;366;15;3;10;4707;;
4607;GM0177;2015JJ00;17229;592;23;11;43;13947;;
4615;GM0834;2015JJ00;;;;;;;;
4623;GM0835;2015JJ00;;;;;;;;
